Item_Number,Temperature_A,Temperature_B,Temperature_C,Temperature_D,Time_in_Days,Humidity_A,Humidity_B,Humidity_C,Humidity_D,Medicine
629,6,61,20,29,37,25,67,68,69,B
630,53,69,26,63,31,37,30,29,22,A
631,92,88,82,79,39,31,28,56,31,A
632,41,37,40,89,68,21,63,52,40,B
633,6,66,4,95,63,59,35,58,64,B
634,81,34,68,10,89,63,68,64,47,B
635,28,16,35,25,87,34,43,46,43,B
636,63,88,83,74,30,36,58,22,24,B
637,80,8,39,77,43,57,51,41,66,A
638,83,85,63,53,89,36,43,23,56,A
639,33,21,30,34,30,46,23,64,32,B
640,67,22,54,23,60,29,51,36,59,A
641,0,73,71,75,76,47,59,31,42,A
642,59,67,60,88,58,30,30,55,60,A
643,65,26,82,52,39,35,23,26,23,A
644,6,1,73,12,78,35,21,44,57,A
645,1,71,69,43,84,63,66,40,58,A
646,34,54,98,18,44,48,42,36,40,A
647,53,60,56,21,83,43,51,54,53,A
648,56,18,30,47,43,26,23,21,69,B
649,87,32,82,38,79,55,45,48,59,B
650,3,40,86,24,34,43,48,41,40,A
651,89,31,52,19,75,26,46,63,57,A
652,60,43,89,28,74,56,51,43,38,A
653,48,23,89,86,69,52,61,48,66,B
654,14,25,30,2,86,53,25,40,51,A
655,4,48,15,17,37,52,63,44,57,B
656,8,33,12,57,30,43,47,57,22,B
657,38,81,90,3,80,33,31,69,66,B
658,37,47,22,25,37,67,24,56,37,A
659,64,73,85,81,83,40,57,56,61,A
660,16,84,41,5,39,68,60,27,43,A
661,85,16,81,67,64,43,34,34,22,B
662,26,52,29,19,58,55,52,63,62,A
663,67,83,86,70,39,44,54,39,60,B
664,88,60,75,88,54,23,55,46,24,B
665,62,97,63,98,60,52,49,27,36,A
666,27,37,39,33,84,58,24,39,43,A
667,86,19,31,25,36,65,47,53,36,A
668,8,13,92,5,77,38,26,45,30,A
669,57,12,97,17,37,22,50,43,42,B
670,23,34,30,81,59,28,66,52,30,B
671,93,80,44,21,61,33,32,40,59,A
672,88,58,62,6,30,24,67,50,45,A
673,34,70,73,96,56,28,40,31,47,A
674,25,95,0,53,68,23,46,22,57,A
675,96,97,77,20,58,51,21,21,44,A
676,3,32,18,32,54,33,33,26,58,B
677,86,86,70,97,75,27,67,36,27,B
678,82,50,70,58,57,28,26,69,57,A
679,92,83,39,23,61,34,61,44,32,A
680,8,62,69,61,64,57,49,28,23,B
681,63,84,33,64,61,37,63,43,31,A
682,31,77,97,29,34,26,30,36,49,B
683,34,12,32,29,36,61,49,34,65,A
684,18,77,35,4,34,47,42,25,34,B
685,47,74,83,68,30,47,66,67,45,B
686,65,68,28,18,87,39,37,25,20,A
687,75,54,99,62,75,53,35,41,44,B
688,24,80,32,76,42,21,52,59,63,A
689,12,77,51,57,85,64,58,25,56,A
690,74,24,60,68,49,61,29,27,58,A
691,56,22,61,72,68,56,23,38,42,A
692,8,85,14,67,51,24,30,41,46,B
693,20,38,68,84,50,63,33,57,53,B
694,67,48,68,30,42,66,42,43,39,B
695,0,72,39,99,46,35,33,23,32,A
696,15,8,71,82,81,48,32,57,23,A
697,9,15,55,47,82,27,37,41,33,B
698,84,12,28,97,59,44,25,63,34,B
699,33,76,73,97,43,21,63,52,57,B
700,47,54,90,47,59,63,27,42,58,B
701,39,11,41,69,55,44,23,69,35,B
702,55,80,74,29,58,34,25,31,50,B
703,82,69,92,92,85,58,61,63,66,A
704,70,25,8,69,61,54,55,46,64,A
705,35,22,46,50,85,64,24,56,41,B
706,69,44,55,74,64,37,59,47,68,B
707,78,88,70,59,34,42,55,47,49,B
708,65,76,2,19,37,42,40,23,30,B
709,78,63,56,68,40,46,51,54,30,A
710,44,89,68,75,48,44,41,30,42,A
711,95,41,37,4,53,55,27,32,55,B
712,5,91,50,64,77,22,26,61,50,A
713,21,19,75,40,63,52,33,28,53,A
714,85,80,49,84,67,67,40,54,47,B
715,65,71,93,49,31,22,55,31,33,B
716,74,94,58,71,68,59,50,52,60,A
717,51,50,6,72,50,48,41,56,39,B
718,88,35,89,71,43,49,23,68,57,B
719,70,0,82,72,44,35,23,42,28,A
720,48,29,68,15,30,62,22,55,49,B
721,29,74,16,32,31,42,63,56,59,B
722,76,78,20,49,51,42,59,27,33,B
723,63,96,89,72,55,36,21,35,31,A
724,35,31,75,63,42,59,50,37,63,B
725,39,98,75,63,65,29,23,32,58,B
726,6,58,8,99,81,21,50,60,40,A
727,37,76,25,35,58,61,43,57,65,A
728,57,20,7,67,53,51,59,36,33,A
729,22,84,46,3,61,46,61,45,26,B
730,71,8,49,39,76,52,49,33,50,A
731,86,68,57,55,88,23,61,61,39,A
732,66,94,73,0,40,44,41,48,23,B
733,16,56,3,36,32,36,30,25,38,B
734,90,47,0,58,51,50,63,63,39,B
735,16,35,68,45,48,56,47,49,43,B
736,98,88,96,78,71,29,59,37,20,A
737,52,53,48,63,39,35,47,21,52,B
738,90,92,24,67,50,33,59,25,59,B
739,35,85,91,57,59,63,20,54,34,A
740,88,52,40,40,88,45,47,27,24,B
741,80,9,83,21,30,22,57,55,24,B
742,72,57,21,67,77,63,38,41,23,B
743,98,29,44,10,77,23,60,57,68,B
744,70,67,61,71,49,47,25,51,47,B
745,72,13,48,28,50,67,55,47,65,B
746,10,56,47,53,36,44,37,50,33,A
747,96,93,75,60,42,52,29,34,22,B
748,7,48,80,74,62,57,31,35,62,B
749,64,39,3,41,78,57,52,20,30,A
750,69,5,84,19,33,58,27,28,33,A
751,11,37,77,4,63,32,63,33,36,A
752,52,68,60,70,46,59,44,65,47,A
753,59,42,27,46,59,60,47,21,32,B
754,90,31,25,38,33,44,47,41,53,B
755,18,44,74,79,40,29,39,27,54,B
756,80,59,41,25,81,20,50,31,27,B
757,91,72,5,55,59,32,65,63,65,A
758,41,86,21,18,36,42,53,69,24,A
759,69,83,2,8,86,59,57,59,38,B
760,21,83,86,26,42,42,39,20,44,A
761,67,31,24,94,73,27,65,26,34,B
762,96,59,7,75,75,63,64,64,61,A
763,81,60,53,65,33,32,38,63,33,A
764,49,6,61,2,58,27,63,23,37,A
765,31,42,60,19,77,38,59,48,30,A
766,84,23,3,59,40,39,41,39,56,A
767,75,68,90,59,69,43,42,25,34,B
768,67,84,67,0,41,62,67,36,45,B
769,14,75,9,7,44,50,52,42,45,B
770,86,13,22,16,37,36,53,54,26,A
771,76,79,89,61,87,62,32,22,62,A
772,61,0,86,83,74,45,34,50,45,B
773,41,84,2,55,45,25,47,33,25,A
774,87,44,94,41,35,46,44,42,35,A
775,42,95,70,46,61,45,58,46,53,B
776,14,34,2,12,72,67,27,52,42,B
777,84,17,61,93,34,52,23,44,59,A
778,74,50,16,23,89,65,65,59,68,B
779,78,30,12,16,43,31,67,26,63,B
780,66,75,77,35,45,43,55,21,62,B
781,38,48,96,74,43,49,55,64,38,B
782,90,18,56,86,44,61,34,53,28,B
783,26,60,83,42,82,65,56,43,26,A
784,7,9,88,13,82,29,63,55,31,A
785,6,58,72,84,48,49,57,24,51,B
786,81,6,23,3,81,47,26,30,63,A
787,95,53,96,9,81,35,31,45,64,A
788,95,3,40,34,40,40,64,49,29,B
789,62,63,45,56,72,55,68,54,52,B
790,97,96,17,23,51,46,28,33,51,A
791,13,81,10,2,42,58,59,55,47,A
792,7,24,30,43,71,46,25,62,57,A
793,20,89,39,40,66,66,20,63,23,B
794,83,71,47,20,38,57,58,38,28,B
795,19,92,8,68,36,68,47,59,42,B
796,47,95,40,50,89,55,29,46,29,B
797,81,78,83,37,55,52,56,41,45,A
798,96,6,63,29,35,41,44,20,31,A
799,29,24,57,47,52,61,45,49,63,B
800,3,9,44,61,87,34,62,59,46,A
801,67,54,55,73,65,69,53,55,20,A
802,49,46,16,3,72,31,28,39,34,B
803,57,54,55,64,76,54,27,63,40,A
804,90,24,42,83,50,59,57,59,35,B
805,44,42,20,93,38,36,26,38,36,A
806,11,18,40,88,48,21,33,62,41,A
807,72,76,44,26,40,40,31,40,59,A
808,20,57,68,43,73,44,40,33,34,A
809,64,53,42,35,59,48,23,56,50,A
810,45,80,88,74,56,36,31,43,51,A
811,50,94,57,39,67,62,26,65,67,B
812,42,15,69,15,49,44,26,31,21,B
813,19,61,49,89,63,38,21,23,69,B
814,96,24,47,27,87,51,23,30,38,A
815,24,37,89,48,73,20,47,32,29,B
816,67,60,71,94,69,55,29,30,39,B
817,25,18,77,89,30,52,49,58,43,A
818,96,79,72,22,38,43,59,42,47,B
819,7,38,72,67,80,28,24,64,45,B
820,99,30,70,85,50,57,21,32,26,B
821,30,91,23,16,33,66,25,32,27,B
822,86,25,77,37,37,51,51,24,45,A
823,37,95,44,3,79,48,50,52,60,B
824,6,1,4,29,65,57,57,44,56,B
825,53,36,44,31,61,56,27,26,23,A
826,99,21,48,18,68,20,56,49,54,B
827,86,13,9,37,67,25,41,54,33,B
828,6,74,64,94,62,64,48,61,41,B
829,51,28,97,99,35,53,52,61,64,B
830,98,10,26,78,56,22,62,56,36,B
831,51,15,33,8,60,32,36,28,66,A
832,36,0,24,37,42,45,23,55,51,B
833,94,83,1,5,89,29,42,49,47,B
834,32,78,21,9,42,32,48,56,57,A
835,50,99,51,47,77,28,22,30,50,B
836,8,49,65,16,39,61,27,55,55,B
837,48,95,92,27,57,67,64,61,37,B
838,3,44,0,23,34,42,27,52,24,B
839,51,34,72,99,85,27,44,34,39,B
840,0,52,94,41,77,51,35,47,55,A
841,60,28,44,39,51,69,44,52,57,B
842,23,43,22,88,38,57,44,34,24,B
843,74,31,4,72,65,63,28,42,28,A
844,81,57,98,54,49,48,58,23,32,B
845,71,3,52,24,35,31,39,34,57,B
846,33,45,95,58,68,65,27,41,63,B
847,45,36,14,5,72,61,44,55,23,B
848,43,53,80,85,73,52,46,52,43,B
849,8,8,4,22,68,69,54,41,41,A
850,40,20,30,39,83,54,23,28,45,B
851,91,63,71,75,64,30,41,32,24,A
852,66,8,62,35,36,60,23,45,57,A
853,27,17,96,98,76,62,26,64,40,B
854,65,2,96,18,83,31,39,58,25,A
855,83,47,58,96,47,23,24,37,39,B
856,92,37,59,1,33,22,59,66,66,B
857,81,12,70,55,76,59,20,43,47,A
858,28,58,33,33,40,21,25,58,25,A
859,94,78,68,1,88,42,31,35,32,B
860,47,20,52,71,47,43,25,47,42,A
861,67,21,65,39,63,52,58,39,63,A
862,49,2,46,46,52,54,46,27,59,B
863,86,89,81,70,61,59,37,60,27,B
864,33,67,67,83,60,24,59,61,67,B
865,88,74,1,48,85,60,22,62,34,B
866,66,58,0,54,62,22,30,62,49,B
867,92,85,46,34,58,62,58,36,63,A
868,77,69,85,58,70,30,62,45,24,A
869,37,38,94,67,88,37,45,38,48,B
870,3,8,27,16,85,57,48,41,59,A
871,94,14,33,85,87,61,57,21,29,B
872,53,4,22,0,71,42,50,37,64,B
873,54,93,75,77,54,28,25,69,44,B
874,15,3,49,49,78,21,61,37,52,B
875,54,88,85,63,40,44,51,24,48,A
876,10,1,35,92,46,20,29,27,20,A
877,92,25,19,36,43,68,65,68,30,A
878,89,38,9,29,65,48,63,60,57,B
879,33,4,76,22,86,61,44,48,52,A
880,38,33,87,79,86,55,26,47,28,A
881,40,48,29,81,77,39,27,20,27,B
882,1,54,66,66,84,45,42,25,30,A
883,30,47,39,6,52,21,37,48,32,A
884,26,83,14,33,42,25,32,48,24,B
885,43,20,80,55,82,25,59,33,41,A
886,11,75,65,40,89,36,57,20,23,B
887,93,52,73,79,55,31,62,47,51,B
888,9,36,14,19,55,46,46,68,32,A
889,42,59,16,72,41,33,53,68,30,A
890,49,47,87,47,30,35,38,69,59,B
891,41,50,70,94,73,56,31,38,38,A
892,54,87,74,53,45,42,21,64,54,A
893,51,70,58,19,62,41,27,31,37,A
894,91,79,81,29,48,59,58,31,58,B
895,36,24,30,2,76,51,58,30,49,A
896,41,94,94,60,64,51,28,21,31,B
897,40,34,99,15,38,47,20,47,67,A
898,21,26,96,0,86,48,51,22,66,B
899,88,4,27,71,61,21,34,25,27,B
900,98,59,88,29,89,49,61,37,46,A
901,59,40,8,39,67,21,28,51,55,B
902,58,67,36,55,88,27,38,23,46,B
903,73,68,76,41,30,64,27,60,49,A
904,74,45,68,24,51,61,66,46,46,B
905,75,3,9,60,58,52,57,51,46,A
906,64,44,43,78,33,37,29,21,51,A
907,67,60,75,3,57,51,33,46,46,A
908,24,91,45,17,33,65,50,59,57,A
909,50,48,81,38,31,51,26,51,50,A
910,25,78,23,8,72,30,55,69,28,A
911,45,68,2,2,67,25,49,59,48,B
912,3,93,35,7,67,47,40,28,60,B
913,10,27,99,7,45,36,59,69,24,A
914,80,67,21,33,42,48,51,61,45,A
915,55,43,90,78,88,62,30,34,59,A
916,10,68,47,98,55,62,32,69,61,A
917,20,38,37,51,32,64,22,45,32,A
918,42,52,90,50,53,32,44,44,65,B
919,33,39,12,90,89,46,32,55,60,A
920,43,23,73,11,65,28,61,33,63,B
921,63,72,79,84,81,65,35,31,45,B
922,59,91,54,70,51,38,22,29,67,A
923,69,28,49,19,62,51,68,57,58,B
924,93,53,23,28,78,34,52,51,31,A
925,52,55,7,86,59,28,24,63,65,A
926,84,91,78,20,85,22,38,24,52,A
927,3,34,72,51,44,66,29,69,59,B
928,84,27,76,57,44,52,66,29,65,A
929,73,51,83,74,50,57,45,63,64,A
930,79,80,91,9,31,24,41,22,41,B
931,27,25,15,95,85,69,56,36,51,A
932,37,71,54,83,33,31,24,69,50,A
933,25,47,75,89,85,27,30,54,40,A
934,4,73,91,30,79,32,35,56,54,A
935,90,5,3,72,74,56,38,63,30,B
936,71,96,83,18,45,69,62,52,46,B
937,43,12,55,16,48,47,27,56,24,B
938,59,71,94,59,68,67,48,35,29,A
939,17,80,41,73,79,66,51,67,57,A
940,69,14,49,15,54,23,59,67,40,A
941,62,33,31,76,32,33,46,45,49,A
942,52,20,64,13,30,29,65,36,40,A
943,50,93,42,97,46,63,49,48,27,B
944,78,86,62,67,34,20,33,37,41,B
945,49,25,13,20,89,65,43,38,40,A
946,5,98,84,80,67,56,54,62,39,B
947,30,65,6,38,62,37,39,57,33,B
948,62,89,15,33,67,66,21,59,69,A
949,89,82,37,56,76,43,31,68,42,A
950,7,70,80,15,51,42,66,35,39,A
951,83,93,52,89,69,56,53,46,68,B
952,64,49,91,14,55,49,59,58,54,A
953,75,24,76,36,54,30,50,24,32,B
954,58,62,55,34,55,30,54,52,36,B
955,44,50,58,7,59,40,65,53,65,A
956,76,28,71,9,56,33,54,69,53,B
957,61,45,29,73,80,58,28,54,56,A
958,2,15,27,27,83,41,56,21,50,A
959,40,16,43,86,62,46,62,56,54,A
960,90,57,88,46,49,46,22,65,25,B
961,86,39,25,35,76,47,31,37,60,A
962,71,32,9,34,68,37,62,37,31,A
963,33,53,84,5,60,68,44,56,62,B
964,17,34,87,76,49,32,65,26,59,A
965,61,54,66,93,88,58,39,40,42,B
966,28,45,36,85,46,52,45,63,31,B
967,70,97,98,84,41,46,60,69,39,B
968,73,65,99,15,76,20,20,62,65,A
969,79,76,96,82,85,67,47,39,32,A
970,10,9,8,27,73,43,57,47,27,A
971,33,33,3,81,72,66,50,55,63,B
972,22,40,92,12,77,37,25,34,28,A
973,78,1,52,73,66,38,40,44,39,B
974,87,3,13,41,43,60,37,58,20,A
975,97,98,40,72,39,62,24,41,21,B
976,14,5,36,90,68,33,69,57,34,A
977,55,98,41,95,60,66,36,59,20,A
978,10,68,56,85,51,62,43,37,23,A
979,56,14,89,23,41,41,26,68,29,A
980,19,57,16,48,71,22,46,22,23,A
981,80,65,65,85,83,24,62,28,68,B
982,67,47,57,60,36,36,31,24,39,B
983,33,74,98,85,84,29,62,49,64,A
984,25,16,41,66,44,61,33,61,20,A
985,42,82,39,91,38,64,33,50,57,B
986,17,18,82,21,86,61,41,53,54,B
987,54,85,68,86,38,39,64,65,29,B
988,43,10,56,82,75,66,46,48,43,A
989,6,38,17,82,37,28,25,42,20,B
990,63,80,8,69,82,59,34,25,21,A
991,33,88,97,72,30,49,25,33,20,B
992,76,62,74,45,82,42,46,54,62,A
993,56,73,74,84,82,37,20,40,58,A
994,44,84,30,44,39,53,32,22,31,A
995,41,6,10,10,74,52,58,26,59,A
996,4,93,28,34,50,62,42,40,35,A
997,15,24,14,90,76,51,21,51,48,A
998,25,20,99,35,64,51,58,51,37,B
999,17,28,17,48,83,52,40,48,66,B
1000,26,82,36,24,84,63,32,22,60,B
1001,96,67,90,56,55,56,33,44,52,B
1002,80,71,35,44,46,56,34,57,31,A
1003,40,21,73,77,47,50,38,31,65,A
1004,71,28,53,90,34,49,26,67,47,B
1005,3,61,41,65,79,21,68,67,64,A
1006,75,93,75,70,45,33,33,59,34,B
1007,82,64,86,59,34,64,46,34,44,A
1008,32,32,24,19,78,30,22,44,47,B
1009,90,66,52,65,77,38,59,34,41,A
1010,8,48,87,89,47,41,54,54,43,A
1011,12,91,16,77,56,27,25,40,27,A
1012,70,20,39,18,70,58,43,48,40,A
1013,5,45,4,92,87,43,20,38,40,A
1014,23,37,55,67,80,55,51,37,63,A
1015,18,66,18,62,66,22,44,57,59,B
1016,5,75,50,24,47,45,29,68,27,B
1017,76,14,68,22,84,26,48,60,33,B
1018,67,54,50,52,68,57,52,65,67,B
1019,44,0,75,52,86,54,45,47,36,B
1020,24,76,83,94,87,58,57,38,59,A
1021,12,7,42,75,67,44,45,27,59,B
1022,89,28,84,65,83,48,60,30,29,A
1023,67,53,25,33,73,32,63,25,42,A
1024,28,80,99,81,79,46,64,40,52,A
1025,61,35,12,40,58,65,50,40,47,B
1026,41,23,46,49,64,28,24,62,23,A
1027,75,55,36,90,89,52,55,53,23,B
1028,44,62,99,58,74,21,61,54,66,B
1029,43,17,42,53,44,41,39,46,23,A
1030,1,63,59,74,53,50,55,29,23,A
1031,98,49,68,37,35,60,25,56,21,A
1032,20,7,45,68,54,54,59,30,32,A
1033,49,70,90,69,42,61,55,53,69,B
1034,28,66,56,16,65,50,68,55,45,A
1035,75,21,30,69,72,34,49,67,55,A
1036,86,10,61,21,45,39,44,48,27,A
1037,27,70,77,31,42,27,20,41,64,A
1038,76,19,3,82,37,27,39,60,44,B
1039,16,25,46,64,74,46,62,22,31,A
1040,14,84,91,53,37,59,54,27,49,B
1041,60,45,98,84,63,53,28,35,59,A
1042,89,78,87,37,44,61,55,58,55,B
1043,73,42,30,98,88,35,66,35,49,B
1044,40,40,43,90,75,57,51,26,41,A
1045,77,2,82,43,39,36,44,67,43,B
1046,87,86,20,65,81,24,60,24,56,B
1047,78,80,35,1,85,42,59,54,42,A
1048,39,73,69,67,65,48,38,50,29,B
1049,71,98,33,35,31,33,65,21,61,B
1050,94,69,94,61,73,48,64,38,56,B
1051,56,43,14,32,53,67,45,56,64,B
1052,3,64,34,85,32,34,52,53,40,B
1053,39,13,43,56,80,30,65,47,66,A
1054,37,6,49,80,45,49,35,60,35,B
1055,81,47,98,31,48,54,49,27,55,A
1056,12,31,83,57,74,43,37,28,38,A
1057,40,73,55,14,63,32,59,30,22,A
1058,40,42,49,10,42,43,24,31,33,A
1059,14,92,43,93,47,64,37,58,39,A
1060,62,82,21,55,36,49,22,42,59,A
1061,50,26,78,33,63,23,45,29,33,B
1062,64,7,64,84,35,40,69,55,25,B
1063,69,5,0,22,57,32,68,30,60,B
1064,0,69,87,91,74,40,30,60,64,A
1065,96,21,26,72,70,35,49,20,39,A
1066,75,4,77,74,48,59,22,37,42,A
1067,88,91,15,90,46,63,41,33,63,B
1068,1,14,74,45,36,26,55,45,30,A
1069,18,83,73,17,65,43,46,53,49,A
1070,61,48,93,73,41,46,58,24,61,A
1071,70,61,10,6,54,36,61,44,36,A
1072,86,42,37,73,72,52,38,25,40,A
1073,95,98,47,16,34,68,58,66,59,A
1074,6,64,91,59,85,33,28,29,63,B
1075,62,50,22,26,46,42,45,44,44,A
1076,31,19,47,35,74,20,24,62,28,A
1077,12,74,17,52,63,31,48,46,25,B
1078,16,82,72,43,74,33,23,46,38,B
1079,42,11,98,36,42,55,25,40,59,B
1080,4,94,38,25,52,31,47,24,30,B
1081,94,40,47,55,69,50,32,30,36,A
1082,45,3,33,70,73,69,37,26,37,B
1083,75,23,93,54,64,36,51,28,56,A
1084,30,61,67,13,52,49,69,26,67,A
1085,10,68,80,42,85,22,48,25,59,B
1086,30,72,32,91,78,29,59,58,46,A
1087,87,99,84,30,81,35,35,51,27,B
1088,50,64,86,75,68,49,21,43,60,A
1089,74,24,83,30,76,47,23,60,26,A
1090,11,2,89,37,84,61,65,33,61,B
1091,52,24,12,47,73,27,44,45,55,A
1092,45,4,88,21,88,22,47,56,20,A
1093,30,92,25,17,47,48,27,65,34,A
1094,97,45,27,23,48,53,46,54,52,B
1095,82,8,63,91,36,50,63,29,37,A
1096,88,85,12,63,63,38,22,55,38,B
1097,91,91,41,24,84,41,48,61,63,A
1098,58,69,4,71,64,65,32,41,51,B
1099,47,24,26,79,75,58,44,34,37,A
1100,88,52,85,99,54,60,68,49,28,B
1101,11,21,79,76,53,53,38,61,36,A
1102,5,39,51,34,32,36,23,25,41,B
1103,75,22,19,45,53,31,24,61,27,B
1104,90,83,51,48,35,44,55,53,47,B
1105,26,74,24,80,36,63,58,59,62,B
1106,50,49,12,31,57,66,48,35,49,A
1107,87,9,54,40,39,40,44,53,46,B
1108,10,83,94,62,59,51,44,23,23,B
1109,95,13,12,14,46,30,62,49,26,B
1110,9,93,82,50,68,33,24,69,66,B
1111,20,64,43,82,67,40,20,60,69,B
1112,24,59,20,89,34,26,23,23,35,A
1113,17,46,77,95,31,37,55,49,69,B
1114,12,33,36,19,69,33,21,59,52,B
1115,94,75,12,68,36,37,36,30,22,A
1116,77,25,51,59,58,27,40,29,65,A
1117,98,91,82,76,47,29,60,48,44,B
1118,99,30,62,92,84,53,35,38,32,A
1119,6,84,15,19,64,44,65,48,46,B
1120,60,34,83,39,89,56,34,28,34,B
1121,5,29,58,73,80,67,38,42,52,A
1122,54,94,55,38,64,40,43,38,39,A
1123,87,17,90,4,35,23,21,42,67,A
1124,22,33,92,27,61,39,27,36,51,B
1125,14,88,73,47,63,31,38,53,24,A
1126,52,31,16,67,34,57,62,30,23,A
1127,37,19,42,25,42,47,68,55,38,A
1128,58,39,46,64,70,65,59,36,47,A
1129,71,61,7,55,59,60,59,49,40,B
1130,45,12,26,78,38,46,66,41,57,B
1131,64,35,71,74,59,29,36,50,49,B
1132,69,76,59,76,39,42,45,41,50,A
1133,94,62,34,70,85,31,25,34,53,A
1134,43,16,94,61,62,46,51,31,54,A
1135,21,8,58,70,65,29,40,63,35,B
1136,1,4,7,46,79,33,28,67,38,B
1137,38,82,96,11,77,25,22,34,53,A
1138,21,48,48,7,77,57,32,55,69,B
1139,65,98,57,13,75,32,30,50,27,A
1140,44,56,63,16,77,40,69,45,39,B
1141,11,54,31,70,63,34,67,44,28,A
1142,33,86,11,58,79,27,33,33,42,A
1143,77,84,54,38,65,41,28,28,51,A
1144,42,88,47,29,80,67,57,48,21,B
1145,7,17,44,99,50,57,55,20,65,B
1146,91,88,3,25,62,51,51,50,25,A
1147,80,91,74,89,46,41,36,39,55,B
1148,46,65,48,80,40,54,46,20,65,A
1149,64,21,26,93,46,26,57,50,52,B
1150,81,31,29,77,82,47,35,52,38,A
1151,7,88,84,42,89,47,48,50,35,A
1152,32,54,31,91,66,39,66,35,52,A
1153,98,29,70,67,41,38,66,56,42,B
1154,38,66,64,71,50,33,41,31,54,B
1155,21,96,6,3,59,65,21,44,57,A
1156,0,89,16,45,89,46,51,60,41,A
1157,86,52,42,43,34,40,38,55,66,B
1158,83,63,77,20,84,36,26,61,52,B
1159,36,34,18,79,70,63,50,69,41,B
1160,15,7,3,31,56,45,69,24,39,B
1161,90,37,9,3,68,29,40,50,29,B
1162,67,66,57,27,61,66,35,47,47,B
1163,99,60,64,36,81,54,35,37,40,A
1164,0,3,16,57,35,37,31,24,23,B
1165,77,84,70,31,72,58,49,41,30,A
1166,42,9,87,37,63,61,47,47,38,B
1167,17,92,36,3,31,50,41,37,41,B
1168,84,6,54,98,43,35,51,62,63,A
1169,62,34,73,8,34,63,41,50,48,B
1170,72,78,19,91,42,65,43,30,63,A
1171,92,64,25,34,58,28,65,64,37,B
1172,64,42,66,56,65,65,23,30,21,A
1173,5,3,40,63,70,49,36,56,53,A
1174,38,16,90,7,44,32,22,41,30,A
1175,85,46,74,10,36,42,27,65,69,A
1176,87,91,76,53,86,62,25,69,58,B
1177,65,12,14,29,49,56,63,53,56,B
1178,99,27,74,73,86,60,61,42,55,B
1179,64,74,51,35,37,50,54,24,61,B
1180,1,35,16,24,75,28,62,33,31,A
1181,95,43,60,70,64,63,53,40,33,B
1182,1,83,98,45,39,69,43,65,26,A
1183,32,23,67,42,80,51,42,32,48,B
1184,19,15,92,26,60,20,64,56,28,B
1185,21,82,30,97,35,23,44,63,52,A
1186,5,43,83,90,32,29,46,31,69,B
1187,75,66,19,87,66,29,60,31,32,A
1188,25,79,54,50,34,27,36,24,68,A
1189,9,47,41,21,47,41,43,29,38,A
1190,79,21,16,36,73,25,46,65,54,B
1191,68,35,88,84,60,32,53,55,22,A
1192,34,1,2,4,74,38,52,62,66,A
1193,24,46,65,64,65,26,39,60,29,A
1194,41,91,89,54,32,39,52,41,55,A
1195,38,12,3,83,80,53,58,26,58,B
1196,33,54,79,70,76,22,52,69,65,A
1197,85,69,92,39,75,68,53,24,67,A
1198,34,31,29,7,56,40,68,29,38,A
1199,86,25,60,13,71,35,64,24,44,B
1200,63,33,46,43,68,44,36,44,24,A
1201,96,87,62,73,65,25,23,38,61,B
1202,35,97,28,96,57,46,38,60,42,B
1203,88,56,83,58,51,28,49,36,34,B
1204,46,23,1,54,38,52,46,46,27,B
1205,47,63,94,43,66,40,29,60,63,B
1206,5,34,27,45,58,48,58,64,24,A
1207,34,82,37,51,53,62,35,50,60,A
1208,41,23,35,94,79,26,40,59,21,A
1209,10,96,31,96,57,20,33,63,28,B
1210,40,13,46,48,41,41,42,25,32,B
1211,18,67,7,43,79,44,44,53,37,A
1212,23,62,99,99,53,48,48,25,56,B
1213,73,63,52,21,83,31,54,36,32,B
1214,12,64,70,1,32,41,52,68,47,B
1215,9,60,61,41,64,55,34,55,58,B
1216,13,17,92,8,44,39,50,32,41,B
1217,98,46,57,99,43,29,39,49,44,A
1218,32,97,79,89,31,26,53,44,69,B
1219,36,15,0,33,63,67,42,32,26,B
1220,13,80,17,95,74,39,23,34,23,A
1221,45,94,28,22,67,31,40,41,60,A
1222,89,90,12,61,41,53,53,68,34,A
1223,41,93,94,81,65,21,38,50,48,B
1224,21,63,36,35,63,61,60,37,23,B
1225,48,17,46,56,65,50,37,41,33,A
1226,75,73,23,30,64,68,39,68,58,B
1227,50,58,21,26,81,35,25,50,57,A
1228,26,95,32,87,60,25,39,28,32,A
1229,24,66,81,92,60,31,41,53,34,B
1230,60,60,25,53,71,49,30,43,57,B
1231,47,96,56,77,50,25,22,37,23,A
1232,42,11,39,59,58,61,62,67,38,A
1233,24,3,80,10,57,25,44,23,56,B
1234,66,86,92,84,38,30,38,31,50,A
1235,53,76,58,61,55,45,25,52,22,A
1236,78,6,92,30,68,48,25,38,26,B
1237,87,55,23,64,50,43,57,52,25,B
1238,30,6,33,94,62,31,23,65,39,B
1239,7,68,58,12,49,69,51,35,53,A
1240,38,37,40,86,65,32,32,40,50,B
1241,65,33,40,87,80,53,22,48,42,A
1242,22,7,27,44,88,22,44,63,43,B
1243,86,85,99,93,76,35,53,59,54,A
1244,68,32,99,85,34,69,55,52,68,A
1245,1,79,60,59,73,44,68,44,61,A
1246,13,44,75,24,39,36,56,39,42,B
1247,69,1,55,80,49,22,21,54,53,B
1248,15,21,22,59,48,57,64,31,39,B
1249,39,35,48,18,73,47,54,66,41,B
